"T","U:0","U:1","U:2","U_0:0","U_0:1","U_0:2","p","rho","rho_0","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
234.19,13.589,-0.040692,76.946,13.561,-0.042992,76.931,826.23,0.01695,0.016951,1,0.0056913,0.0020969,-1e-05,0.0030067
234.01,13.095,-0.048572,77.017,13.067,-0.050755,77.002,825.37,0.016946,0.016946,1,0.0056985,0.0021034,-1e-05,0.0030037
233.83,12.606,-0.056378,77.092,12.579,-0.058448,77.076,824.52,0.016942,0.016942,1,0.0057057,0.00211,-1e-05,0.0030006
233.66,12.132,-0.063099,77.174,12.105,-0.065057,77.159,823.7,0.016937,0.016938,1,0.005713,0.0021165,-1e-05,0.0029976
233.5,11.705,-0.065384,77.281,11.679,-0.067225,77.265,822.97,0.016934,0.016934,1,0.0057202,0.0021231,-1e-05,0.0029945
233.34,11.283,-0.067733,77.389,11.257,-0.069459,77.373,822.25,0.01693,0.01693,1,0.0057274,0.0021296,-1e-05,0.0029914
233.19,10.865,-0.070144,77.499,10.84,-0.07176,77.482,821.53,0.016927,0.016927,1,0.0057347,0.0021362,-1e-05,0.0029884
233.04,10.452,-0.072619,77.61,10.427,-0.074126,77.593,820.83,0.016923,0.016924,1,0.0057419,0.0021427,-1e-05,0.0029853
232.89,10.043,-0.075157,77.723,10.019,-0.076558,77.706,820.14,0.01692,0.01692,1,0.0057491,0.0021493,-1e-05,0.0029823
232.74,9.6388,-0.077757,77.837,9.6154,-0.079056,77.82,819.45,0.016916,0.016917,1,0.0057563,0.0021558,-1e-05,0.0029792
232.59,9.2391,-0.08042,77.953,9.2163,-0.081618,77.936,818.78,0.016913,0.016914,1,0.0057636,0.0021624,-1e-05,0.0029761
232.45,8.8439,-0.083145,78.071,8.8217,-0.084246,78.053,818.12,0.01691,0.016911,1,0.0057708,0.0021689,-1e-05,0.0029731
232.32,8.4714,-0.083723,78.192,8.4499,-0.084734,78.174,817.52,0.016907,0.016908,1,0.005778,0.0021755,-1e-05,0.00297
232.19,8.1305,-0.082426,78.324,8.1094,-0.083354,78.305,816.98,0.016905,0.016906,1,0.0057853,0.002182,-1e-05,0.002967
232.08,7.7926,-0.081216,78.456,7.772,-0.082061,78.437,816.44,0.016902,0.016903,1,0.0057925,0.0021886,-1e-05,0.0029639
231.96,7.4574,-0.080075,78.588,7.4374,-0.080837,78.569,815.92,0.0169,0.016901,1,0.0057997,0.0021951,-1e-05,0.0029608
231.84,7.125,-0.079002,78.721,7.1054,-0.079682,78.701,815.4,0.016898,0.016898,1,0.005807,0.0022017,-1e-05,0.0029578
231.73,6.7953,-0.077998,78.853,6.7762,-0.078596,78.833,814.88,0.016895,0.016896,1,0.0058142,0.0022082,-1e-05,0.0029547
231.61,6.4682,-0.077063,78.986,6.4496,-0.077579,78.966,814.38,0.016893,0.016894,1,0.0058214,0.0022148,-1e-05,0.0029516
231.5,6.1439,-0.076196,79.119,6.1257,-0.076631,79.098,813.88,0.016891,0.016892,1,0.0058287,0.0022213,-1e-05,0.0029486
231.39,5.8223,-0.075397,79.252,5.8045,-0.075752,79.231,813.38,0.016889,0.01689,1,0.0058359,0.0022279,-1e-05,0.0029455
231.29,5.5131,-0.072175,79.385,5.4955,-0.072474,79.365,812.92,0.016887,0.016888,1,0.0058431,0.0022344,-1e-05,0.0029425
231.19,5.208,-0.068333,79.519,5.1905,-0.068584,79.498,812.47,0.016884,0.016885,1,0.0058504,0.002241,-1e-05,0.0029394
231.09,4.9044,-0.064538,79.653,4.887,-0.06474,79.632,812.02,0.016882,0.016883,1,0.0058576,0.0022475,-1e-05,0.0029363
231,4.6023,-0.060789,79.787,4.585,-0.060941,79.766,811.57,0.01688,0.016881,1,0.0058648,0.0022541,-1e-05,0.0029333
230.9,4.3016,-0.057085,79.921,4.2844,-0.057189,79.899,811.13,0.016878,0.016879,1,0.0058721,0.0022606,-1e-05,0.0029302
230.8,4.0024,-0.053428,80.054,3.9852,-0.053482,80.033,810.68,0.016876,0.016877,1,0.0058793,0.0022672,-1e-05,0.0029272
230.71,3.7046,-0.049817,80.188,3.6874,-0.049821,80.166,810.24,0.016874,0.016874,1,0.0058865,0.0022738,-1e-05,0.0029241
230.61,3.4083,-0.046252,80.321,3.3911,-0.046205,80.3,809.81,0.016871,0.016872,1,0.0058937,0.0022803,-1e-05,0.002921
230.52,3.1148,-0.042614,80.456,3.0976,-0.042519,80.435,809.36,0.016869,0.01687,1,0.005901,0.0022869,-1e-05,0.002918
230.43,2.8165,-0.03796,80.596,2.799,-0.037854,80.575,808.86,0.016865,0.016866,1,0.0059082,0.0022934,-1e-05,0.0029149
230.33,2.5185,-0.033298,80.736,2.5008,-0.03318,80.715,808.36,0.016862,0.016863,1,0.0059154,0.0023,-1e-05,0.0029119
230.24,2.2208,-0.028626,80.875,2.2029,-0.028497,80.854,807.85,0.016858,0.016859,1,0.0059227,0.0023065,-1e-05,0.0029088
230.14,1.9235,-0.023946,81.015,1.9053,-0.023805,80.993,807.35,0.016854,0.016855,1,0.0059299,0.0023131,-1e-05,0.0029057
230.05,1.6266,-0.019257,81.153,1.6081,-0.019104,81.132,806.84,0.016851,0.016852,1,0.0059371,0.0023196,-1e-05,0.0029027
229.96,1.3299,-0.014559,81.292,1.3112,-0.014394,81.271,806.34,0.016847,0.016848,1,0.0059444,0.0023262,-1e-05,0.0028996
229.86,1.0337,-0.009852,81.43,1.0146,-0.0096754,81.409,805.83,0.016843,0.016844,1,0.0059516,0.0023327,-1e-05,0.0028966
229.77,0.73777,-0.0051366,81.568,0.71838,-0.0049476,81.547,805.32,0.01684,0.01684,1,0.0059588,0.0023393,-1e-05,0.0028935
229.67,0.43474,-0.00076498,81.707,0.41501,-0.00057752,81.686,804.78,0.016835,0.016836,1,0.0059661,0.0023458,-1e-05,0.0028904
229.58,0.12036,0.0030763,81.847,0.10026,0.0032406,81.826,804.17,0.01683,0.01683,1,0.0059733,0.0023524,-1e-05,0.0028874
229.48,-0.19396,0.0069307,81.987,-0.21443,0.0070719,81.966,803.57,0.016824,0.016825,1,0.0059805,0.0023589,-1e-05,0.0028843
229.38,-0.50824,0.010798,82.126,-0.52908,0.010916,82.106,802.97,0.016819,0.016819,1,0.0059878,0.0023655,-1e-05,0.0028812
229.28,-0.82249,0.014679,82.265,-0.84369,0.014774,82.245,802.36,0.016813,0.016814,1,0.005995,0.002372,-1e-05,0.0028782
