"T","U:0","U:1","U:2","U_0:0","U_0:1","U_0:2","p","rho","rho_0","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
15.712,248.64,-1.0369,545.76,248.81,-1.0674,545.59,56.937,0.017334,0.017289,1,0.0029846,0.0013418,-1e-05,0.0043939
15.61,248.91,-1.1202,545.59,249.03,-1.1507,545.45,56.109,0.017187,0.017142,1,0.0029899,0.0013442,-1e-05,0.0043986
15.508,249.13,-1.202,545.46,249.21,-1.2327,545.36,55.274,0.017037,0.016994,1,0.0029952,0.0013467,-1e-05,0.0044033
15.407,249.3,-1.2821,545.37,249.33,-1.3133,545.31,54.43,0.016886,0.016844,1,0.0030005,0.0013492,-1e-05,0.004408
15.307,249.42,-1.3607,545.32,249.41,-1.3927,545.31,53.578,0.016733,0.016692,1,0.0030058,0.0013516,-1e-05,0.0044127
15.206,249.48,-1.4377,545.31,249.43,-1.4708,545.34,52.717,0.016577,0.016539,1,0.0030111,0.0013541,-1e-05,0.0044174
15.106,249.5,-1.5131,545.35,249.4,-1.5475,545.42,51.848,0.01642,0.016383,1,0.0030165,0.0013565,-1e-05,0.0044221
15.007,249.46,-1.587,545.42,249.31,-1.623,545.54,50.971,0.016261,0.016226,1,0.0030218,0.001359,-1e-05,0.0044268
14.908,249.37,-1.6593,545.54,249.18,-1.6972,545.71,50.085,0.016099,0.016067,1,0.0030271,0.0013614,-1e-05,0.0044315
14.825,249.1,-1.7308,545.84,248.86,-1.7702,546.05,49.331,0.01596,0.015931,1,0.0030324,0.0013639,-1e-05,0.0044362
14.8,248.3,-1.8079,546.68,248.05,-1.8467,546.9,49.084,0.015908,0.015883,1,0.0030377,0.0013663,-1e-05,0.004441
14.777,247.47,-1.8906,547.55,247.21,-1.9289,547.77,48.85,0.015858,0.015837,1,0.003043,0.0013688,-1e-05,0.0044457
14.757,246.6,-1.9789,548.43,246.33,-2.0169,548.66,48.63,0.01581,0.015793,1,0.0030483,0.0013713,-1e-05,0.0044504
14.74,245.7,-2.0727,549.33,245.42,-2.1106,549.57,48.423,0.015763,0.015751,1,0.0030536,0.0013737,-1e-05,0.0044551
14.719,244.79,-2.1709,550.26,244.5,-2.209,550.5,48.208,0.015716,0.015709,1,0.0030589,0.0013762,-1e-05,0.0044598
14.699,243.86,-2.2756,551.19,243.57,-2.3138,551.43,47.998,0.01567,0.015667,1,0.0030643,0.0013786,-1e-05,0.0044645
14.681,242.92,-2.3869,552.12,242.62,-2.4251,552.36,47.794,0.015625,0.015626,1,0.0030696,0.0013811,-1e-05,0.0044692
14.663,241.95,-2.5048,553.06,241.66,-2.543,553.29,47.596,0.01558,0.015586,1,0.0030749,0.0013835,-1e-05,0.0044739
14.647,240.97,-2.6293,554,240.68,-2.6674,554.23,47.404,0.015536,0.015547,1,0.0030802,0.001386,-1e-05,0.0044786
14.632,239.98,-2.7605,554.95,239.69,-2.7983,555.16,47.218,0.015493,0.015508,1,0.0030855,0.0013884,-1e-05,0.0044833
14.633,239.16,-2.8607,555.6,238.89,-2.8981,555.79,47.177,0.015481,0.015498,1,0.0030908,0.0013909,-1e-05,0.004488
14.648,238.57,-2.9261,555.93,238.32,-2.9626,556.09,47.283,0.015499,0.015517,1,0.0030961,0.0013934,-1e-05,0.0044928
14.662,238,-2.9949,556.23,237.77,-3.0305,556.38,47.388,0.015518,0.015537,1,0.0031014,0.0013958,-1e-05,0.0044975
14.677,237.45,-3.0673,556.53,237.24,-3.1017,556.64,47.492,0.015537,0.015556,1,0.0031067,0.0013983,-1e-05,0.0045022
14.691,236.91,-3.1432,556.8,236.73,-3.1762,556.89,47.595,0.015556,0.015576,1,0.003112,0.0014007,-1e-05,0.0045069
14.704,236.39,-3.2226,557.06,236.24,-3.254,557.13,47.698,0.015576,0.015596,1,0.0031174,0.0014032,-1e-05,0.0045116
14.718,235.89,-3.3055,557.3,235.76,-3.3351,557.35,47.8,0.015595,0.015616,1,0.0031227,0.0014056,-1e-05,0.0045163
14.731,235.4,-3.3919,557.52,235.3,-3.4196,557.55,47.902,0.015614,0.015636,1,0.003128,0.0014081,-1e-05,0.004521
14.744,234.93,-3.4819,557.72,234.86,-3.5074,557.73,48.003,0.015634,0.015656,1,0.0031333,0.0014105,-1e-05,0.0045257
14.757,234.48,-3.5753,557.91,234.43,-3.5986,557.9,48.103,0.015653,0.015676,1,0.0031386,0.001413,-1e-05,0.0045304
14.769,234.05,-3.6723,558.08,234.03,-3.693,558.05,48.202,0.015673,0.015697,1,0.0031439,0.0014155,-1e-05,0.0045351
14.781,233.99,-3.7494,558.09,234,-3.7692,558.05,48.305,0.015694,0.015718,1,0.0031492,0.0014179,-1e-05,0.0045398
14.794,234.08,-3.8208,558.04,234.11,-3.8401,557.99,48.414,0.015717,0.015741,1,0.0031545,0.0014204,-1e-05,0.0045445
14.806,234.19,-3.8939,557.98,234.25,-3.9125,557.93,48.527,0.01574,0.015765,1,0.0031598,0.0014228,-1e-05,0.0045493
14.82,234.33,-3.9685,557.92,234.41,-3.9864,557.87,48.644,0.015765,0.01579,1,0.0031652,0.0014253,-1e-05,0.004554
14.833,234.5,-4.0446,557.85,234.6,-4.0617,557.8,48.765,0.01579,0.015816,1,0.0031705,0.0014277,-1e-05,0.0045587
14.847,234.69,-4.1224,557.78,234.82,-4.1385,557.72,48.891,0.015817,0.015844,1,0.0031758,0.0014302,-1e-05,0.0045634
14.861,235.03,-4.1474,557.57,235.18,-4.162,557.5,49.028,0.015846,0.015873,1,0.0031811,0.0014326,-1e-05,0.0045681
14.875,235.43,-4.1463,557.3,235.6,-4.1592,557.23,49.173,0.015877,0.015905,1,0.0031864,0.0014351,-1e-05,0.0045728
14.89,235.84,-4.1419,557.03,236.02,-4.1529,556.96,49.324,0.015908,0.015937,1,0.0031917,0.0014376,-1e-05,0.0045775
14.905,236.25,-4.1341,556.77,236.45,-4.1431,556.69,49.48,0.015941,0.015971,1,0.003197,0.00144,-1e-05,0.0045822
14.921,236.67,-4.1228,556.5,236.89,-4.1299,556.42,49.642,0.015976,0.016006,1,0.0032023,0.0014425,-1e-05,0.0045869
14.937,237.43,-4.106,556.13,237.65,-4.1112,556.03,49.798,0.016007,0.016038,1,0.0032076,0.0014449,-1e-05,0.0045916
14.953,238.17,-4.0857,555.76,238.4,-4.0889,555.66,49.957,0.01604,0.016071,1,0.003213,0.0014474,-1e-05,0.0045963
14.97,238.9,-4.0618,555.4,239.14,-4.0632,555.28,50.12,0.016074,0.016104,1,0.0032183,0.0014498,-1e-05,0.0046011
14.987,239.62,-4.0344,555.04,239.86,-4.0339,554.92,50.287,0.016109,0.016139,1,0.0032236,0.0014523,-1e-05,0.0046058
15.004,240.33,-4.0035,554.69,240.58,-4.0012,554.56,50.457,0.016144,0.016175,1,0.0032289,0.0014547,-1e-05,0.0046105
15.021,241.03,-3.969,554.35,241.29,-3.965,554.2,50.631,0.016181,0.016211,1,0.0032342,0.0014572,-1e-05,0.0046152
15.039,241.72,-3.931,554.01,241.98,-3.9253,553.86,50.808,0.016219,0.016248,1,0.0032395,0.0014596,-1e-05,0.0046199
15.057,242.4,-3.8895,553.67,242.66,-3.8821,553.51,50.989,0.016257,0.016287,1,0.0032448,0.0014621,-1e-05,0.0046246
15.075,243.06,-3.8444,553.34,243.34,-3.8354,553.18,51.174,0.016297,0.016326,1,0.0032501,0.0014646,-1e-05,0.0046293
15.093,243.72,-3.7958,553.02,244,-3.7852,552.85,51.362,0.016337,0.016366,1,0.0032554,0.001467,-1e-05,0.004634
15.102,244.37,-3.7417,552.68,244.65,-3.7294,552.51,51.478,0.016365,0.016392,1,0.0032607,0.0014695,-1e-05,0.0046387
15.086,245.01,-3.6815,552.31,245.27,-3.6674,552.14,51.414,0.01636,0.016384,1,0.0032661,0.0014719,-1e-05,0.0046434
15.07,245.63,-3.6213,551.96,245.88,-3.6056,551.79,51.346,0.016355,0.016376,1,0.0032714,0.0014744,-1e-05,0.0046481
15.054,246.24,-3.5612,551.63,246.48,-3.544,551.46,51.275,0.016349,0.016367,1,0.0032767,0.0014768,-1e-05,0.0046529
15.037,246.83,-3.5011,551.31,247.05,-3.4826,551.14,51.2,0.016343,0.016358,1,0.003282,0.0014793,-1e-05,0.0046576
15.019,247.4,-3.4411,551,247.61,-3.4214,550.84,51.121,0.016337,0.016348,1,0.0032873,0.0014817,-1e-05,0.0046623
15.001,247.95,-3.3811,550.71,248.15,-3.3605,550.56,51.039,0.016331,0.016338,1,0.0032926,0.0014842,-1e-05,0.004667
14.983,248.48,-3.3211,550.43,248.67,-3.2997,550.29,50.953,0.016324,0.016328,1,0.0032979,0.0014867,-1e-05,0.0046717
14.961,249.04,-3.2613,550.08,249.22,-3.2399,549.94,50.829,0.016308,0.016308,1,0.0033032,0.0014891,-1e-05,0.0046764
14.934,249.63,-3.2016,549.62,249.8,-3.1809,549.49,50.657,0.016281,0.016277,1,0.0033085,0.0014916,-1e-05,0.0046811
14.907,250.22,-3.1418,549.17,250.39,-3.1219,549.04,50.477,0.016253,0.016245,1,0.0033139,0.001494,-1e-05,0.0046858
14.846,250.46,-3.0746,548.94,250.6,-3.0546,548.82,50.041,0.016172,0.01616,1,0.0033192,0.0014965,-1e-05,0.0046905
14.759,250.44,-3.0043,548.87,250.55,-2.9837,548.77,49.404,0.016049,0.016034,1,0.0033245,0.0014989,-1e-05,0.0046952
14.67,250.44,-2.9375,548.8,250.51,-2.9163,548.73,48.758,0.015925,0.015906,1,0.0033298,0.0015014,-1e-05,0.0046999
14.579,250.46,-2.8739,548.74,250.5,-2.8522,548.69,48.103,0.0158,0.015778,1,0.0033351,0.0015038,-1e-05,0.0047047
14.487,250.5,-2.8137,548.68,250.5,-2.7916,548.66,47.438,0.015675,0.015649,1,0.0033404,0.0015063,-1e-05,0.0047094
14.392,250.55,-2.7569,548.62,250.53,-2.7344,548.63,46.763,0.015548,0.015519,1,0.0033457,0.0015088,-1e-05,0.0047141
14.296,250.63,-2.7034,548.57,250.57,-2.6807,548.6,46.079,0.015421,0.015388,1,0.003351,0.0015112,-1e-05,0.0047188
14.198,250.72,-2.6532,548.52,250.63,-2.6304,548.57,45.386,0.015293,0.015256,1,0.0033563,0.0015137,-1e-05,0.0047235
14.098,250.84,-2.6064,548.47,250.71,-2.5835,548.55,44.683,0.015164,0.015124,1,0.0033617,0.0015161,-1e-05,0.0047282
13.996,250.97,-2.5629,548.42,250.81,-2.5401,548.53,43.971,0.015034,0.014991,1,0.003367,0.0015186,-1e-05,0.0047329
13.893,251.12,-2.5228,548.38,250.94,-2.5001,548.52,43.249,0.014903,0.014857,1,0.0033723,0.001521,-1e-05,0.0047376
13.805,250.54,-2.4248,548.77,250.33,-2.4018,548.93,42.592,0.014766,0.014721,1,0.0033776,0.0015235,-1e-05,0.0047423
13.721,249.8,-2.3198,549.28,249.57,-2.2965,549.44,41.95,0.014628,0.014585,1,0.0033829,0.0015259,-1e-05,0.004747
13.637,249.05,-2.22,549.8,248.81,-2.1964,549.97,41.307,0.01449,0.014449,1,0.0033882,0.0015284,-1e-05,0.0047517
13.554,248.31,-2.1255,550.34,248.05,-2.1016,550.53,40.665,0.014351,0.014313,1,0.0033935,0.0015309,-1e-05,0.0047564
13.471,247.56,-2.0362,550.9,247.29,-2.0119,551.1,40.022,0.014213,0.014176,1,0.0033988,0.0015333,-1e-05,0.0047612
13.389,246.81,-1.9521,551.48,246.52,-1.9276,551.7,39.379,0.014074,0.01404,1,0.0034041,0.0015358,-1e-05,0.0047659
13.307,246.06,-1.8733,552.08,245.74,-1.8485,552.31,38.737,0.013935,0.013903,1,0.0034094,0.0015382,-1e-05,0.0047706
13.226,245.3,-1.7997,552.7,244.97,-1.7747,552.95,38.095,0.013796,0.013766,1,0.0034148,0.0015407,-1e-05,0.0047753
13.146,244.55,-1.7313,553.34,244.19,-1.7061,553.61,37.452,0.013656,0.01363,1,0.0034201,0.0015431,-1e-05,0.00478
13.067,243.77,-1.6716,554.02,243.38,-1.6461,554.3,36.81,0.013516,0.013492,1,0.0034254,0.0015456,-1e-05,0.0047847
12.999,242.93,-1.6253,554.76,242.53,-1.5999,555.05,36.223,0.013383,0.013361,1,0.0034307,0.001548,-1e-05,0.0047894
12.992,242.21,-1.5505,555.3,241.83,-1.5275,555.57,36.088,0.01334,0.013322,1,0.003436,0.0015505,-1e-05,0.0047941
12.986,241.48,-1.4813,555.84,241.13,-1.4605,556.09,35.957,0.013298,0.013283,1,0.0034413,0.001553,-1e-05,0.0047988
12.98,240.75,-1.4175,556.38,240.42,-1.3988,556.61,35.829,0.013256,0.013245,1,0.0034466,0.0015554,-1e-05,0.0048035
12.975,240,-1.3593,556.92,239.7,-1.3425,557.13,35.703,0.013215,0.013207,1,0.0034519,0.0015579,-1e-05,0.0048082
12.97,239.25,-1.3065,557.46,238.98,-1.2915,557.64,35.58,0.013175,0.01317,1,0.0034572,0.0015603,-1e-05,0.004813
12.966,238.49,-1.2592,558,238.24,-1.2459,558.16,35.46,0.013135,0.013134,1,0.0034626,0.0015628,-1e-05,0.0048177
12.962,237.72,-1.2175,558.54,237.5,-1.2057,558.68,35.343,0.013095,0.013098,1,0.0034679,0.0015652,-1e-05,0.0048224
12.959,236.95,-1.1812,559.08,236.75,-1.1709,559.19,35.228,0.013056,0.013062,1,0.0034732,0.0015677,-1e-05,0.0048271
12.957,236.16,-1.1505,559.62,235.99,-1.1415,559.7,35.116,0.013018,0.013027,1,0.0034785,0.0015701,-1e-05,0.0048318
12.955,235.37,-1.1253,560.16,235.23,-1.1174,560.22,35.007,0.01298,0.012992,1,0.0034838,0.0015726,-1e-05,0.0048365
12.957,234.91,-1.1097,560.48,234.79,-1.103,560.52,34.964,0.012962,0.012977,1,0.0034891,0.0015751,-1e-05,0.0048412
12.965,235,-1.1034,560.44,234.9,-1.0977,560.47,35.027,0.012977,0.012992,1,0.0034944,0.0015775,-1e-05,0.0048459
12.974,235.09,-1.098,560.4,235.01,-1.0933,560.42,35.089,0.012992,0.013008,1,0.0034997,0.00158,-1e-05,0.0048506
12.982,235.17,-1.0935,560.35,235.11,-1.0897,560.36,35.151,0.013007,0.013023,1,0.003505,0.0015824,-1e-05,0.0048553
12.99,235.24,-1.0899,560.3,235.2,-1.0868,560.3,35.212,0.013022,0.013038,1,0.0035103,0.0015849,-1e-05,0.00486
12.997,235.3,-1.0872,560.24,235.29,-1.0847,560.23,35.272,0.013036,0.013053,1,0.0035157,0.0015873,-1e-05,0.0048648
13.005,235.36,-1.0854,560.17,235.37,-1.0835,560.16,35.331,0.013051,0.013068,1,0.003521,0.0015898,-1e-05,0.0048695
13.013,235.42,-1.0845,560.1,235.44,-1.083,560.09,35.39,0.013065,0.013083,1,0.0035263,0.0015922,-1e-05,0.0048742
13.02,235.46,-1.0844,560.03,235.51,-1.0833,560,35.448,0.013079,0.013097,1,0.0035316,0.0015947,-1e-05,0.0048789
13.027,235.5,-1.0853,559.95,235.57,-1.0845,559.92,35.505,0.013093,0.013112,1,0.0035369,0.0015972,-1e-05,0.0048836
13.034,235.53,-1.0871,559.87,235.62,-1.0864,559.83,35.562,0.013107,0.013126,1,0.0035422,0.0015996,-1e-05,0.0048883
13.041,235.72,-1.0879,559.78,235.81,-1.0873,559.74,35.625,0.013124,0.013143,1,0.0035475,0.0016021,-1e-05,0.004893
13.049,236.06,-1.0802,559.66,236.16,-1.0794,559.61,35.688,0.013139,0.013158,1,0.0035528,0.0016045,-1e-05,0.0048977
13.057,236.41,-1.0725,559.53,236.5,-1.0715,559.49,35.75,0.013154,0.013173,1,0.0035581,0.001607,-1e-05,0.0049024
13.064,236.74,-1.065,559.4,236.84,-1.0639,559.36,35.812,0.01317,0.013188,1,0.0035635,0.0016094,-1e-05,0.0049071
13.071,237.07,-1.0578,559.28,237.16,-1.0567,559.24,35.875,0.013185,0.013204,1,0.0035688,0.0016119,-1e-05,0.0049118
13.078,237.4,-1.0509,559.15,237.49,-1.0497,559.11,35.937,0.0132,0.013219,1,0.0035741,0.0016143,-1e-05,0.0049166
13.086,237.71,-1.0442,559.03,237.8,-1.0429,558.98,35.999,0.013216,0.013235,1,0.0035794,0.0016168,-1e-05,0.0049213
13.093,238.02,-1.0379,558.9,238.11,-1.0365,558.86,36.061,0.013232,0.013251,1,0.0035847,0.0016193,-1e-05,0.004926
13.099,238.32,-1.0317,558.78,238.41,-1.0304,558.74,36.124,0.013247,0.013266,1,0.00359,0.0016217,-1e-05,0.0049307
13.106,238.62,-1.0259,558.66,238.71,-1.0245,558.61,36.186,0.013263,0.013282,1,0.0035953,0.0016242,-1e-05,0.0049354
13.113,238.91,-1.0203,558.54,239,-1.0189,558.49,36.248,0.013279,0.013298,1,0.0036006,0.0016266,-1e-05,0.0049401
13.115,239.11,-1.02,558.46,239.2,-1.0191,558.41,36.274,0.013287,0.013305,1,0.0036059,0.0016291,-1e-05,0.0049448
13.116,239.3,-1.0206,558.39,239.39,-1.0202,558.34,36.298,0.013294,0.013312,1,0.0036113,0.0016315,-1e-05,0.0049495
13.117,239.5,-1.0217,558.31,239.58,-1.0218,558.26,36.321,0.013301,0.013319,1,0.0036166,0.001634,-1e-05,0.0049542
13.119,239.69,-1.0233,558.22,239.78,-1.0238,558.17,36.343,0.013308,0.013325,1,0.0036219,0.0016364,-1e-05,0.0049589
13.12,239.89,-1.0253,558.13,239.97,-1.0263,558.08,36.366,0.013316,0.013332,1,0.0036272,0.0016389,-1e-05,0.0049636
13.12,240.09,-1.0279,558.04,240.17,-1.0293,557.99,36.388,0.013323,0.013339,1,0.0036325,0.0016414,-1e-05,0.0049683
13.121,240.29,-1.0309,557.95,240.37,-1.0328,557.89,36.411,0.01333,0.013346,1,0.0036378,0.0016438,-1e-05,0.0049731
13.122,240.48,-1.0344,557.85,240.57,-1.0367,557.79,36.432,0.013337,0.013353,1,0.0036431,0.0016463,-1e-05,0.0049778
13.123,240.68,-1.0384,557.74,240.77,-1.0411,557.68,36.454,0.013345,0.013359,1,0.0036484,0.0016487,-1e-05,0.0049825
13.123,240.89,-1.0428,557.64,240.98,-1.046,557.57,36.476,0.013352,0.013366,1,0.0036537,0.0016512,-1e-05,0.0049872
13.122,241.12,-1.0534,557.52,241.22,-1.0571,557.44,36.483,0.013356,0.01337,1,0.003659,0.0016536,-1e-05,0.0049919
13.112,241.5,-1.0897,557.34,241.61,-1.0944,557.26,36.426,0.013345,0.013358,1,0.0036644,0.0016561,-1e-05,0.0049966
13.103,241.9,-1.1267,557.16,242.03,-1.1323,557.07,36.37,0.013334,0.013346,1,0.0036697,0.0016585,-1e-05,0.0050013
13.095,242.38,-1.1493,556.88,242.53,-1.1557,556.78,36.317,0.013321,0.013332,1,0.003675,0.001661,-1e-05,0.005006
13.089,242.9,-1.1647,556.56,243.07,-1.1718,556.46,36.262,0.013307,0.013317,1,0.0036803,0.0016635,-1e-05,0.0050107
13.081,243.44,-1.1779,556.23,243.62,-1.1856,556.12,36.204,0.013293,0.013301,1,0.0036856,0.0016659,-1e-05,0.0050154
13.074,243.99,-1.1889,555.89,244.18,-1.1971,555.76,36.144,0.013279,0.013285,1,0.0036909,0.0016684,-1e-05,0.0050201
13.065,244.55,-1.1976,555.53,244.77,-1.2063,555.4,36.08,0.013263,0.013269,1,0.0036962,0.0016708,-1e-05,0.0050249
13.057,245.14,-1.204,555.16,245.36,-1.2131,555.02,36.014,0.013248,0.013252,1,0.0037015,0.0016733,-1e-05,0.0050296
13.048,245.73,-1.2082,554.77,245.98,-1.2176,554.63,35.946,0.013232,0.013234,1,0.0037068,0.0016757,-1e-05,0.0050343
13.038,246.35,-1.2101,554.37,246.6,-1.2197,554.22,35.874,0.013215,0.013216,1,0.0037122,0.0016782,-1e-05,0.005039
13.014,247.08,-1.2208,553.91,247.34,-1.2304,553.76,35.715,0.01318,0.013179,1,0.0037175,0.0016806,-1e-05,0.0050437
12.97,247.92,-1.2426,553.4,248.17,-1.2521,553.25,35.448,0.013121,0.013118,1,0.0037228,0.0016831,-1e-05,0.0050484
12.925,248.74,-1.2622,552.9,248.98,-1.2715,552.77,35.172,0.013061,0.013056,1,0.0037281,0.0016856,-1e-05,0.0050531
12.879,249.54,-1.2794,552.42,249.77,-1.2888,552.3,34.889,0.012999,0.012992,1,0.0037334,0.001688,-1e-05,0.0050578
12.831,250.32,-1.2944,551.95,250.54,-1.3038,551.85,34.597,0.012936,0.012927,1,0.0037387,0.0016905,-1e-05,0.0050625
12.782,251.08,-1.307,551.5,251.29,-1.3167,551.42,34.298,0.012871,0.01286,1,0.003744,0.0016929,-1e-05,0.0050672
12.731,251.83,-1.3174,551.07,252.02,-1.3274,551,33.99,0.012805,0.012791,1,0.0037493,0.0016954,-1e-05,0.0050719
12.679,252.55,-1.3255,550.65,252.72,-1.3358,550.61,33.675,0.012737,0.012722,1,0.0037546,0.0016978,-1e-05,0.0050767
12.626,253.26,-1.3313,550.25,253.41,-1.3421,550.23,33.352,0.012668,0.01265,1,0.00376,0.0017003,-1e-05,0.0050814
12.57,253.95,-1.3348,549.86,254.08,-1.3462,549.87,33.02,0.012598,0.012578,1,0.0037653,0.0017027,-1e-05,0.0050861
12.514,254.62,-1.3361,549.49,254.72,-1.3481,549.53,32.681,0.012525,0.012503,1,0.0037706,0.0017052,-1e-05,0.0050908
12.451,254.83,-1.3491,549.68,254.9,-1.3612,549.76,32.306,0.012442,0.01242,1,0.0037759,0.0017077,-1e-05,0.0050955
12.386,254.84,-1.3701,550.12,254.88,-1.3822,550.24,31.923,0.012355,0.012334,1,0.0037812,0.0017101,-1e-05,0.0051002
12.323,254.82,-1.3944,550.61,254.82,-1.4067,550.76,31.542,0.012268,0.012249,1,0.0037865,0.0017126,-1e-05,0.0051049
12.259,254.76,-1.4221,551.15,254.73,-1.4347,551.34,31.165,0.012183,0.012165,1,0.0037918,0.001715,-1e-05,0.0051096
12.201,254.66,-1.4604,551.78,254.6,-1.4735,552,30.808,0.012101,0.012085,1,0.0037971,0.0017175,-1e-05,0.0051143
12.148,254.54,-1.506,552.45,254.44,-1.5196,552.7,30.475,0.012023,0.012009,1,0.0038024,0.0017199,-1e-05,0.005119
12.097,254.4,-1.5513,553.13,254.28,-1.5653,553.41,30.148,0.011947,0.011935,1,0.0038077,0.0017224,-1e-05,0.0051237
12.046,254.24,-1.5961,553.83,254.1,-1.6106,554.12,29.83,0.011873,0.011863,1,0.0038131,0.0017248,-1e-05,0.0051285
11.997,254.08,-1.6406,554.52,253.91,-1.6556,554.84,29.518,0.011801,0.011793,1,0.0038184,0.0017273,-1e-05,0.0051332
11.949,253.9,-1.6847,555.23,253.71,-1.7001,555.57,29.214,0.011731,0.011724,1,0.0038237,0.0017298,-1e-05,0.0051379
11.902,253.71,-1.7284,555.94,253.49,-1.7443,556.3,28.918,0.011662,0.011658,1,0.003829,0.0017322,-1e-05,0.0051426
11.904,253.07,-1.7569,556.72,252.86,-1.7716,557.05,28.897,0.011652,0.011651,1,0.0038343,0.0017347,-1e-05,0.0051473
11.907,252.45,-1.7862,557.47,252.23,-1.7996,557.78,28.886,0.011644,0.011645,1,0.0038396,0.0017371,-1e-05,0.005152
11.912,251.84,-1.8163,558.2,251.63,-1.8284,558.48,28.882,0.011638,0.011642,1,0.0038449,0.0017396,-1e-05,0.0051567
11.917,251.25,-1.8473,558.91,251.05,-1.858,559.15,28.886,0.011634,0.01164,1,0.0038502,0.001742,-1e-05,0.0051614
11.924,250.69,-1.8791,559.58,250.48,-1.8884,559.8,28.898,0.011632,0.011641,1,0.0038555,0.0017445,-1e-05,0.0051661
11.932,250.13,-1.9117,560.24,249.93,-1.9197,560.42,28.918,0.011632,0.011643,1,0.0038609,0.0017469,-1e-05,0.0051708
11.941,249.6,-1.9452,560.86,249.4,-1.9518,561.02,28.946,0.011634,0.011648,1,0.0038662,0.0017494,-1e-05,0.0051755
11.951,249.08,-1.9796,561.47,248.89,-1.9848,561.59,28.981,0.011638,0.011654,1,0.0038715,0.0017519,-1e-05,0.0051803
11.962,248.59,-2.0148,562.04,248.4,-2.0186,562.13,29.024,0.011645,0.011663,1,0.0038768,0.0017543,-1e-05,0.005185
11.974,248.11,-2.0509,562.59,247.92,-2.0532,562.64,29.075,0.011653,0.011673,1,0.0038821,0.0017568,-1e-05,0.0051897
11.99,247.67,-2.0718,562.94,247.5,-2.0724,562.96,29.152,0.011669,0.01169,1,0.0038874,0.0017592,-1e-05,0.0051944
12.014,247.35,-2.0477,562.76,247.19,-2.0466,562.76,29.281,0.011698,0.01172,1,0.0038927,0.0017617,-1e-05,0.0051991
12.037,247.04,-2.0242,562.57,246.9,-2.0213,562.55,29.412,0.011728,0.011749,1,0.003898,0.0017641,-1e-05,0.0052038
12.061,246.75,-2.0013,562.37,246.63,-1.9965,562.33,29.542,0.011757,0.011779,1,0.0039033,0.0017666,-1e-05,0.0052085
12.085,246.49,-1.979,562.16,246.38,-1.9723,562.1,29.674,0.011787,0.011809,1,0.0039086,0.001769,-1e-05,0.0052132
12.108,246.25,-1.9573,561.94,246.15,-1.9487,561.85,29.805,0.011817,0.011839,1,0.003914,0.0017715,-1e-05,0.0052179
12.13,245.99,-1.9362,561.71,245.9,-1.9258,561.62,29.923,0.011844,0.011865,1,0.0039193,0.001774,-1e-05,0.0052226
12.146,245.66,-1.916,561.52,245.58,-1.9038,561.41,30.005,0.01186,0.01188,1,0.0039246,0.0017764,-1e-05,0.0052273
12.162,245.34,-1.8963,561.33,245.27,-1.8823,561.21,30.084,0.011876,0.011895,1,0.0039299,0.0017789,-1e-05,0.005232
12.178,245.02,-1.8771,561.14,244.96,-1.8614,561.01,30.162,0.011892,0.01191,1,0.0039352,0.0017813,-1e-05,0.0052368
12.193,244.71,-1.8584,560.95,244.66,-1.841,560.81,30.238,0.011907,0.011925,1,0.0039405,0.0017838,-1e-05,0.0052415
12.205,244.64,-1.8084,560.65,244.6,-1.7894,560.5,30.298,0.011919,0.011936,1,0.0039458,0.0017862,-1e-05,0.0052462
12.214,244.77,-1.7314,560.23,244.75,-1.711,560.09,30.343,0.011929,0.011945,1,0.0039511,0.0017887,-1e-05,0.0052509
12.222,244.91,-1.6556,559.83,244.9,-1.634,559.68,30.387,0.011938,0.011954,1,0.0039564,0.0017911,-1e-05,0.0052556
12.229,245.05,-1.5811,559.42,245.05,-1.5582,559.27,30.429,0.011948,0.011963,1,0.0039618,0.0017936,-1e-05,0.0052603
12.237,245.19,-1.508,559.02,245.21,-1.4839,558.87,30.47,0.011956,0.011971,1,0.0039671,0.0017961,-1e-05,0.005265
12.244,245.34,-1.4361,558.62,245.37,-1.4108,558.47,30.509,0.011965,0.011979,1,0.0039724,0.0017985,-1e-05,0.0052697
12.251,245.49,-1.3654,558.22,245.54,-1.3391,558.07,30.547,0.011973,0.011986,1,0.0039777,0.001801,-1e-05,0.0052744
12.258,245.64,-1.2961,557.83,245.71,-1.2688,557.68,30.583,0.011981,0.011993,1,0.003983,0.0018034,-1e-05,0.0052791
12.264,245.8,-1.228,557.44,245.88,-1.1998,557.29,30.618,0.011989,0.012,1,0.0039883,0.0018059,-1e-05,0.0052838
12.27,245.96,-1.1612,557.05,246.05,-1.1321,556.9,30.651,0.011997,0.012007,1,0.0039936,0.0018083,-1e-05,0.0052886
12.276,246.13,-1.0957,556.67,246.23,-1.0658,556.52,30.683,0.012004,0.012013,1,0.0039989,0.0018108,-1e-05,0.0052933
12.274,246.59,-1.0003,556.24,246.7,-0.96991,556.09,30.676,0.012004,0.012012,1,0.0040042,0.0018132,-1e-05,0.005298
12.269,247.11,-0.89936,555.81,247.23,-0.86865,555.66,30.658,0.012001,0.012008,1,0.0040096,0.0018157,-1e-05,0.0053027
12.264,247.63,-0.80084,555.38,247.75,-0.76982,555.23,30.638,0.011998,0.012004,1,0.0040149,0.0018181,-1e-05,0.0053074
