"T","U:0","U:1","U:2","U_0:0","U_0:1","U_0:2","p","rho","rho_0","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
19.786,193.72,-0.97288,575.1,193.36,-1.0295,575.23,69.713,0.016258,0.016292,1,0.0050451,0.0022945,-1e-05,0.0062209
19.992,192.5,-1.1016,575.14,192.15,-1.1526,575.25,71.403,0.016488,0.016524,1,0.0050504,0.002297,-1e-05,0.0062256
20.193,191.22,-1.2191,575.19,190.89,-1.2648,575.29,73.076,0.016718,0.016756,1,0.0050558,0.0022994,-1e-05,0.0062303
20.387,189.87,-1.3253,575.28,189.55,-1.366,575.35,74.729,0.01695,0.016989,1,0.0050611,0.0023019,-1e-05,0.006235
20.574,188.45,-1.4202,575.38,188.16,-1.4562,575.44,76.365,0.017183,0.017224,1,0.0050664,0.0023043,-1e-05,0.0062398
20.756,186.97,-1.5039,575.51,186.69,-1.5355,575.55,77.982,0.017417,0.017459,1,0.0050717,0.0023068,-1e-05,0.0062445
20.931,185.41,-1.5764,575.67,185.17,-1.6038,575.69,79.58,0.017652,0.017696,1,0.005077,0.0023092,-1e-05,0.0062492
21.1,183.8,-1.6376,575.84,183.57,-1.6612,575.85,81.16,0.017889,0.017934,1,0.0050823,0.0023117,-1e-05,0.0062539
21.755,183.22,-1.6394,575.25,183.02,-1.6604,575.24,84.722,0.018218,0.018264,1,0.0050876,0.0023142,-1e-05,0.0062586
22.383,182.66,-1.6374,574.68,182.47,-1.6562,574.66,88.216,0.018547,0.018594,1,0.0050929,0.0023166,-1e-05,0.0062633
22.94,182.01,-1.6364,574.23,181.84,-1.653,574.19,91.465,0.018868,0.018915,1,0.0050982,0.0023191,-1e-05,0.006268
23.426,181.27,-1.6363,573.87,181.11,-1.651,573.83,94.469,0.01918,0.019228,1,0.0051035,0.0023215,-1e-05,0.0062727
23.841,180.44,-1.637,573.63,180.3,-1.6501,573.58,97.227,0.019484,0.019533,1,0.0051089,0.002324,-1e-05,0.0062774
24.185,179.53,-1.6386,573.49,179.41,-1.6502,573.43,99.74,0.01978,0.019829,1,0.0051142,0.0023264,-1e-05,0.0062821
24.458,178.53,-1.6412,573.45,178.43,-1.6515,573.38,102.01,0.020068,0.020117,1,0.0051195,0.0023289,-1e-05,0.0062868
24.661,177.45,-1.6446,573.52,177.36,-1.6538,573.44,104.03,0.020347,0.020396,1,0.0051248,0.0023313,-1e-05,0.0062916
24.792,176.28,-1.6489,573.7,176.2,-1.6572,573.61,105.81,0.020617,0.020667,1,0.0051301,0.0023338,-1e-05,0.0062963
24.853,175.02,-1.654,573.98,174.96,-1.6617,573.89,107.34,0.02088,0.02093,1,0.0051354,0.0023363,-1e-05,0.006301
25.017,173.96,-1.6647,574.16,173.92,-1.6719,574.06,109.67,0.021164,0.021214,1,0.0051407,0.0023387,-1e-05,0.0063057
25.802,173.96,-1.6941,573.69,173.93,-1.7014,573.58,115.91,0.021562,0.02161,1,0.005146,0.0023412,-1e-05,0.0063104
26.487,174.07,-1.7215,573.31,174.06,-1.7288,573.21,121.55,0.021932,0.021978,1,0.0051513,0.0023436,-1e-05,0.0063151
27.356,175.63,-1.7444,571.93,175.61,-1.7518,571.83,127.43,0.022237,0.022281,1,0.0051567,0.0023461,-1e-05,0.0063198
28.15,177.06,-1.7651,570.65,177.05,-1.7726,570.54,132.87,0.022529,0.02257,1,0.005162,0.0023485,-1e-05,0.0063245
28.866,178.36,-1.7835,569.45,178.37,-1.7911,569.35,137.86,0.022809,0.022847,1,0.0051673,0.002351,-1e-05,0.0063292
29.506,179.54,-1.7996,568.35,179.56,-1.8073,568.25,142.42,0.023075,0.023112,1,0.0051726,0.0023534,-1e-05,0.0063339
30.07,180.6,-1.8134,567.34,180.62,-1.8213,567.24,146.54,0.023329,0.023364,1,0.0051779,0.0023559,-1e-05,0.0063386
30.558,181.54,-1.8248,566.42,181.57,-1.833,566.32,150.21,0.023571,0.023603,1,0.0051832,0.0023584,-1e-05,0.0063433
30.969,182.36,-1.834,565.59,182.39,-1.8423,565.49,153.44,0.023799,0.023829,1,0.0051885,0.0023608,-1e-05,0.0063481
31.304,183.05,-1.8409,564.86,183.09,-1.8494,564.76,156.23,0.024015,0.024043,1,0.0051938,0.0023633,-1e-05,0.0063528
32.353,184.69,-1.8384,562.96,184.75,-1.8469,562.87,164.68,0.024333,0.024358,1,0.0051991,0.0023657,-1e-05,0.0063575
34.207,187.41,-1.8266,559.82,187.47,-1.8344,559.74,179.41,0.024767,0.02479,1,0.0052045,0.0023682,-1e-05,0.0063622
35.922,189.93,-1.8139,556.94,189.99,-1.8212,556.87,193.13,0.025182,0.025202,1,0.0052098,0.0023706,-1e-05,0.0063669
37.5,192.23,-1.8004,554.31,192.3,-1.8071,554.26,205.86,0.025577,0.025594,1,0.0052151,0.0023731,-1e-05,0.0063716
38.939,194.33,-1.786,551.95,194.4,-1.7922,551.9,217.58,0.025953,0.025967,1,0.0052204,0.0023755,-1e-05,0.0063763
40.24,196.22,-1.7707,549.84,196.29,-1.7764,549.81,228.3,0.026308,0.026321,1,0.0052257,0.002378,-1e-05,0.006381
41.404,197.9,-1.7546,548,197.98,-1.7598,547.97,238.02,0.026645,0.026654,1,0.005231,0.0023805,-1e-05,0.0063857
42.429,199.38,-1.7376,546.41,199.45,-1.7423,546.39,246.73,0.026961,0.026969,1,0.0052363,0.0023829,-1e-05,0.0063904
43.316,200.64,-1.7198,545.09,200.72,-1.724,545.08,254.44,0.027258,0.027263,1,0.0052416,0.0023854,-1e-05,0.0063951
44.066,201.7,-1.7011,544.02,201.78,-1.7048,544.02,261.15,0.027535,0.027538,1,0.0052469,0.0023878,-1e-05,0.0063999
44.677,202.55,-1.6814,543.21,202.63,-1.6848,543.22,266.86,0.027792,0.027794,1,0.0052522,0.0023903,-1e-05,0.0064046
45.014,202.9,-1.649,542.83,202.98,-1.6518,542.84,270.79,0.028015,0.028015,1,0.0052576,0.0023927,-1e-05,0.0064093
45.218,203.02,-1.6135,542.71,203.1,-1.6158,542.72,273.76,0.028222,0.028221,1,0.0052629,0.0023952,-1e-05,0.006414
45.349,203.02,-1.5798,542.76,203.1,-1.5816,542.78,276.12,0.02842,0.028419,1,0.0052682,0.0023976,-1e-05,0.0064187
45.405,202.92,-1.5479,543,202.99,-1.5493,543.02,277.85,0.02861,0.028607,1,0.0052735,0.0024001,-1e-05,0.0064234
45.984,203.94,-1.5359,542.1,204.01,-1.5367,542.13,282.23,0.028741,0.028737,1,0.0052788,0.0024026,-1e-05,0.0064281
46.511,204.91,-1.5248,541.22,204.97,-1.5252,541.27,286.17,0.028859,0.028854,1,0.0052841,0.002405,-1e-05,0.0064328
46.953,205.78,-1.5137,540.45,205.83,-1.5137,540.5,289.5,0.028967,0.028959,1,0.0052894,0.0024075,-1e-05,0.0064375
47.311,206.53,-1.5024,539.77,206.57,-1.5021,539.83,292.22,0.029062,0.029053,1,0.0052947,0.0024099,-1e-05,0.0064422
47.584,207.17,-1.4912,539.18,207.2,-1.4905,539.25,294.33,0.029147,0.029137,1,0.0053,0.0024124,-1e-05,0.0064469
47.774,207.69,-1.4798,538.69,207.73,-1.4789,538.77,295.84,0.029221,0.029209,1,0.0053054,0.0024148,-1e-05,0.0064517
47.878,208.11,-1.4683,538.3,208.13,-1.4672,538.38,296.73,0.029284,0.029271,1,0.0053107,0.0024173,-1e-05,0.0064564
