x,p,U:0,U:1,U:2,T,U_0:0,U_0:1,U_0:2,rho,rho_0,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
3.21568,1187.8,26.195,-0.56389,51.177,283.09,26.204,-0.56848,51.171,0.02016,0.02016,1,0.0033504,-0.00042173,-1.00E-05,0.0035356
3.22158,1187.4,26.354,-0.5688,48.047,282.8,26.362,-0.57334,48.042,0.020173,0.020173,1,0.0033563,-0.00042759,-1.00E-05,0.0035356
3.22738,1186.9,26.514,-0.57416,44.915,282.51,26.522,-0.57866,44.91,0.020187,0.020187,1,0.0033621,-0.00043344,-1.00E-05,0.0035356
3.23328,1186.5,26.675,-0.57997,41.78,282.22,26.683,-0.58443,41.776,0.0202,0.0202,1,0.003368,-0.0004393,-1.00E-05,0.0035356
3.23908,1186.1,26.838,-0.5862,38.643,281.92,26.845,-0.59062,38.639,0.020214,0.020214,1,0.0033738,-0.00044516,-1.00E-05,0.0035356
3.24498,1185.7,27.026,-0.58369,36.359,281.59,27.033,-0.58796,36.356,0.020232,0.020232,1,0.0033797,-0.00045101,-1.00E-05,0.0035356
3.25078,1185.4,27.221,-0.57974,34.256,281.25,27.227,-0.58382,34.253,0.020251,0.020251,1,0.0033855,-0.00045687,-1.00E-05,0.0035356
3.25668,1185.1,27.416,-0.57627,32.151,280.92,27.423,-0.58018,32.148,0.02027,0.02027,1,0.0033914,-0.00046273,-1.00E-05,0.0035356
3.26258,1184.8,27.613,-0.57325,30.045,280.58,27.619,-0.57698,30.042,0.02029,0.02029,1,0.0033973,-0.00046859,-1.00E-05,0.0035356
3.26838,1184.5,27.81,-0.57054,27.935,280.24,27.816,-0.57408,27.933,0.020309,0.020309,1,0.0034031,-0.00047444,-1.00E-05,0.0035356
3.27428,1184.2,28.009,-0.56824,25.824,279.9,28.014,-0.5716,25.822,0.020328,0.020328,1,0.003409,-0.0004803,-1.00E-05,0.0035356
3.28008,1183.9,28.208,-0.56633,23.712,279.56,28.213,-0.56951,23.711,0.020347,0.020347,1,0.0034148,-0.00048616,-1.00E-05,0.0035356
3.28598,1183.5,28.409,-0.56481,21.599,279.22,28.414,-0.56782,21.598,0.020366,0.020366,1,0.0034207,-0.00049202,-1.00E-05,0.0035356
3.29178,1183.2,28.599,-0.56078,19.771,278.89,28.603,-0.5636,19.77,0.020385,0.020385,1,0.0034265,-0.00049787,-1.00E-05,0.0035356
3.29768,1183,28.772,-0.55267,18.378,278.59,28.776,-0.5553,18.377,0.020403,0.020403,1,0.0034324,-0.00050373,-1.00E-05,0.0035356
3.30358,1182.8,28.945,-0.54491,16.986,278.3,28.949,-0.54735,16.985,0.020421,0.020421,1,0.0034383,-0.00050959,-1.00E-05,0.0035356
3.30938,1182.6,29.119,-0.53749,15.592,278,29.123,-0.53974,15.592,0.020439,0.020439,1,0.0034441,-0.00051545,-1.00E-05,0.0035356
3.31528,1182.3,29.294,-0.5304,14.199,277.7,29.297,-0.53247,14.198,0.020457,0.020457,1,0.00345,-0.0005213,-1.00E-05,0.0035356
3.32108,1182.1,29.469,-0.52364,12.805,277.4,29.472,-0.52553,12.804,0.020474,0.020475,1,0.0034558,-0.00052716,-1.00E-05,0.0035356
3.32698,1181.9,29.646,-0.51721,11.41,277.11,29.648,-0.5189,11.41,0.020492,0.020493,1,0.0034617,-0.00053302,-1.00E-05,0.0035356
3.33278,1181.6,29.823,-0.51109,10.015,276.81,29.825,-0.5126,10.015,0.02051,0.02051,1,0.0034675,-0.00053887,-1.00E-05,0.0035356
3.33868,1181.4,30,-0.50528,8.6202,276.51,30.002,-0.50661,8.6201,0.020528,0.020528,1,0.0034734,-0.00054473,-1.00E-05,0.0035356
3.34458,1181.2,30.155,-0.49431,7.7017,276.28,30.156,-0.4955,7.7017,0.020543,0.020543,1,0.0034793,-0.00055059,-1.00E-05,0.0035356
3.35038,1181.1,30.308,-0.4834,6.8001,276.06,30.31,-0.48445,6.8001,0.020557,0.020558,1,0.0034851,-0.00055645,-1.00E-05,0.0035356
3.35628,1181,30.463,-0.47274,5.8984,275.83,30.464,-0.47365,5.8986,0.020572,0.020572,1,0.003491,-0.0005623,-1.00E-05,0.0035356
3.36208,1180.8,30.618,-0.46233,4.9967,275.6,30.619,-0.4631,4.9969,0.020586,0.020587,1,0.0034968,-0.00056816,-1.00E-05,0.0035356
3.36798,1180.7,30.773,-0.45216,4.0949,275.38,30.774,-0.4528,4.0952,0.020601,0.020601,1,0.0035027,-0.00057402,-1.00E-05,0.0035356
3.37378,1180.6,30.929,-0.44224,3.1931,275.15,30.929,-0.44273,3.1934,0.020615,0.020616,1,0.0035085,-0.00057988,-1.00E-05,0.0035356
3.37968,1180.4,31.085,-0.43255,2.2911,274.92,31.085,-0.4329,2.2915,0.02063,0.02063,1,0.0035144,-0.00058573,-1.00E-05,0.0035356
3.38558,1180.3,31.242,-0.4231,1.3891,274.7,31.242,-0.42331,1.3895,0.020644,0.020645,1,0.0035203,-0.00059159,-1.00E-05,0.0035356
3.39138,1180.2,31.386,-0.41252,0.66288,274.51,31.385,-0.41262,0.66337,0.020657,0.020657,1,0.0035261,-0.00059745,-1.00E-05,0.0035356
3.39728,1180.1,31.518,-0.40093,0.088971,274.34,31.517,-0.40097,0.089489,0.020668,0.020669,1,0.003532,-0.00060331,-1.00E-05,0.0035356
3.40308,1180.1,31.65,-0.3895,-0.48482,274.18,31.65,-0.38947,-0.48428,0.020679,0.02068,1,0.0035378,-0.00060916,-1.00E-05,0.0035356
3.40898,1180,31.783,-0.37823,-1.0585,274.02,31.782,-0.37813,-1.0579,0.02069,0.020691,1,0.0035437,-0.00061502,-1.00E-05,0.0035356
3.41478,1180,31.916,-0.36711,-1.6321,273.86,31.915,-0.36694,-1.6315,0.020701,0.020702,1,0.0035495,-0.00062088,-1.00E-05,0.0035356
3.42068,1179.9,32.049,-0.35615,-2.2056,273.7,32.048,-0.3559,-2.205,0.020713,0.020713,1,0.0035554,-0.00062673,-1.00E-05,0.0035356
3.42658,1179.8,32.183,-0.34533,-2.779,273.54,32.182,-0.34501,-2.7784,0.020724,0.020724,1,0.0035613,-0.00063259,-1.00E-05,0.0035356
3.43238,1179.8,32.317,-0.33466,-3.3523,273.38,32.315,-0.33426,-3.3517,0.020735,0.020735,1,0.0035671,-0.00063845,-1.00E-05,0.0035356
3.43828,1179.7,32.449,-0.32416,-3.903,273.22,32.447,-0.32369,-3.9023,0.020746,0.020746,1,0.003573,-0.00064431,-1.00E-05,0.0035356
3.44408,1179.7,32.565,-0.31397,-4.2637,273.1,32.564,-0.3135,-4.2631,0.020754,0.020754,1,0.0035788,-0.00065016,-1.00E-05,0.0035356
3.44998,1179.6,32.682,-0.30387,-4.6243,272.99,32.68,-0.30338,-4.6237,0.020762,0.020762,1,0.0035847,-0.00065602,-1.00E-05,0.0035356
3.45578,1179.6,32.798,-0.29384,-4.9847,272.88,32.797,-0.29334,-4.9841,0.02077,0.020771,1,0.0035905,-0.00066188,-1.00E-05,0.0035356
3.46168,1179.6,32.915,-0.28389,-5.3449,272.76,32.913,-0.28337,-5.3443,0.020778,0.020779,1,0.0035964,-0.00066774,-1.00E-05,0.0035356
3.46758,1179.5,33.031,-0.27401,-5.7049,272.65,33.03,-0.27348,-5.7043,0.020786,0.020787,1,0.0036023,-0.00067359,-1.00E-05,0.0035356
3.47338,1179.5,33.148,-0.26421,-6.0647,272.53,33.147,-0.26366,-6.0642,0.020795,0.020795,1,0.0036081,-0.00067945,-1.00E-05,0.0035356
3.47928,1179.5,33.265,-0.25448,-6.4244,272.42,33.263,-0.25391,-6.4238,0.020803,0.020803,1,0.003614,-0.00068531,-1.00E-05,0.0035356
3.48508,1179.5,33.382,-0.24482,-6.7838,272.3,33.381,-0.24423,-6.7833,0.020811,0.020811,1,0.0036198,-0.00069117,-1.00E-05,0.0035356
3.49098,1179.4,33.493,-0.2366,-7.0523,272.21,33.491,-0.23602,-7.0518,0.020817,0.020818,1,0.0036257,-0.00069702,-1.00E-05,0.0035356
3.49678,1179.4,33.6,-0.22907,-7.2771,272.12,33.598,-0.22852,-7.2767,0.020823,0.020823,1,0.0036315,-0.00070288,-1.00E-05,0.0035356
3.50268,1179.3,33.707,-0.22156,-7.5017,272.04,33.706,-0.22103,-7.5014,0.020829,0.020829,1,0.0036374,-0.00070874,-1.00E-05,0.0035356
3.50858,1179.3,33.814,-0.21408,-7.7261,271.96,33.813,-0.21358,-7.7258,0.020834,0.020835,1,0.0036433,-0.00071459,-1.00E-05,0.0035356
3.51438,1179.2,33.922,-0.20662,-7.9502,271.87,33.921,-0.20614,-7.95,0.02084,0.020841,1,0.0036491,-0.00072045,-1.00E-05,0.0035356
3.52028,1179.2,34.029,-0.19919,-8.1741,271.79,34.028,-0.19873,-8.174,0.020846,0.020846,1,0.003655,-0.00072631,-1.00E-05,0.0035356
3.52608,1179.2,34.136,-0.19177,-8.3978,271.7,34.135,-0.19133,-8.3977,0.020852,0.020852,1,0.0036608,-0.00073217,-1.00E-05,0.0035356
3.53198,1179.1,34.243,-0.18438,-8.6213,271.62,34.243,-0.18396,-8.6212,0.020857,0.020858,1,0.0036667,-0.00073802,-1.00E-05,0.0035356
3.53778,1179.1,34.349,-0.1777,-8.8238,271.54,34.349,-0.1773,-8.8238,0.020862,0.020863,1,0.0036725,-0.00074388,-1.00E-05,0.0035356
3.54368,1179,34.451,-0.17314,-8.9631,271.47,34.451,-0.17278,-8.9632,0.020866,0.020867,1,0.0036784,-0.00074974,-1.00E-05,0.0035356
3.54958,1178.9,34.553,-0.16859,-9.1021,271.4,34.553,-0.16826,-9.1023,0.02087,0.02087,1,0.0036843,-0.0007556,-1.00E-05,0.0035356
3.55538,1178.8,34.655,-0.16403,-9.2409,271.34,34.655,-0.16374,-9.2412,0.020874,0.020874,1,0.0036901,-0.00076145,-1.00E-05,0.0035356
3.56128,1178.7,34.757,-0.15947,-9.3795,271.27,34.757,-0.15922,-9.3798,0.020877,0.020878,1,0.003696,-0.00076731,-1.00E-05,0.0035356
3.56708,1178.7,34.858,-0.1549,-9.5178,271.21,34.858,-0.15469,-9.5182,0.020881,0.020881,1,0.0037018,-0.00077317,-1.00E-05,0.0035356
3.57298,1178.6,34.96,-0.15033,-9.6559,271.14,34.96,-0.15016,-9.6563,0.020885,0.020885,1,0.0037077,-0.00077903,-1.00E-05,0.0035356
3.57878,1178.5,35.062,-0.14576,-9.7937,271.07,35.062,-0.14563,-9.7942,0.020889,0.020889,1,0.0037135,-0.00078488,-1.00E-05,0.0035356
3.58468,1178.4,35.163,-0.14119,-9.9313,271.01,35.164,-0.14109,-9.9319,0.020893,0.020893,1,0.0037194,-0.00079074,-1.00E-05,0.0035356
3.59058,1178.3,35.26,-0.13876,-10.026,270.95,35.261,-0.1387,-10.027,0.020895,0.020895,1,0.0037253,-0.0007966,-1.00E-05,0.0035356
3.59638,1178.2,35.356,-0.1368,-10.111,270.89,35.357,-0.13677,-10.112,0.020898,0.020898,1,0.0037311,-0.00080245,-1.00E-05,0.0035356
3.60228,1178.1,35.453,-0.13484,-10.196,270.84,35.453,-0.13485,-10.197,0.0209,0.0209,1,0.003737,-0.00080831,-1.00E-05,0.0035356
3.60808,1178,35.549,-0.13287,-10.28,270.78,35.55,-0.13292,-10.281,0.020902,0.020903,1,0.0037428,-0.00081417,-1.00E-05,0.0035356
3.61398,1177.9,35.645,-0.1309,-10.365,270.73,35.646,-0.13098,-10.365,0.020905,0.020905,1,0.0037487,-0.00082003,-1.00E-05,0.0035356
3.61978,1177.8,35.741,-0.12891,-10.449,270.67,35.742,-0.12903,-10.45,0.020907,0.020907,1,0.0037545,-0.00082588,-1.00E-05,0.0035356
3.62568,1177.7,35.837,-0.12693,-10.532,270.61,35.838,-0.12708,-10.534,0.02091,0.02091,1,0.0037604,-0.00083174,-1.00E-05,0.0035356
3.63158,1177.6,35.932,-0.12493,-10.616,270.56,35.934,-0.12512,-10.617,0.020912,0.020912,1,0.0037663,-0.0008376,-1.00E-05,0.0035356
3.63738,1177.5,36.025,-0.1236,-10.687,270.51,36.027,-0.12382,-10.688,0.020914,0.020914,1,0.0037721,-0.00084346,-1.00E-05,0.0035356
3.64328,1177.4,36.114,-0.12337,-10.737,270.46,36.116,-0.12361,-10.738,0.020916,0.020916,1,0.003778,-0.00084931,-1.00E-05,0.0035356
3.64908,1177.2,36.203,-0.12313,-10.787,270.41,36.205,-0.1234,-10.788,0.020917,0.020917,1,0.0037838,-0.00085517,-1.00E-05,0.0035356
3.65498,1177.1,36.292,-0.1229,-10.837,270.36,36.294,-0.12318,-10.838,0.020919,0.020919,1,0.0037897,-0.00086103,-1.00E-05,0.0035356
3.66088,1177,36.381,-0.12266,-10.887,270.32,36.382,-0.12297,-10.888,0.02092,0.02092,1,0.0037956,-0.00086689,-1.00E-05,0.0035356
3.66668,1176.9,36.469,-0.12243,-10.936,270.27,36.471,-0.12275,-10.938,0.020922,0.020922,1,0.0038014,-0.00087274,-1.00E-05,0.0035356
3.67258,1176.8,36.558,-0.12218,-10.986,270.22,36.56,-0.12253,-10.987,0.020923,0.020923,1,0.0038073,-0.0008786,-1.00E-05,0.0035356
3.67838,1176.6,36.647,-0.12194,-11.035,270.17,36.649,-0.1223,-11.036,0.020925,0.020925,1,0.0038131,-0.00088446,-1.00E-05,0.0035356
3.68428,1176.5,36.735,-0.12169,-11.083,270.13,36.737,-0.12208,-11.085,0.020926,0.020927,1,0.003819,-0.00089031,-1.00E-05,0.0035356
3.69008,1176.4,36.814,-0.122,-11.111,270.08,36.816,-0.12239,-11.113,0.020928,0.020928,1,0.0038248,-0.00089617,-1.00E-05,0.0035356
3.69598,1176.3,36.893,-0.12234,-11.138,270.04,36.895,-0.12273,-11.14,0.020929,0.020929,1,0.0038307,-0.00090203,-1.00E-05,0.0035356
3.70188,1176.2,36.971,-0.12269,-11.165,270,36.973,-0.12309,-11.166,0.02093,0.02093,1,0.0038366,-0.00090789,-1.00E-05,0.0035356
3.70768,1176.1,37.05,-0.12305,-11.191,269.96,37.052,-0.12345,-11.193,0.020931,0.020931,1,0.0038424,-0.00091374,-1.00E-05,0.0035356
3.71358,1176,37.129,-0.12342,-11.217,269.92,37.13,-0.12382,-11.219,0.020932,0.020932,1,0.0038483,-0.0009196,-1.00E-05,0.0035356
3.71938,1175.9,37.207,-0.12379,-11.243,269.88,37.209,-0.1242,-11.245,0.020933,0.020934,1,0.0038541,-0.00092546,-1.00E-05,0.0035356
3.72528,1175.7,37.286,-0.12418,-11.269,269.84,37.288,-0.12458,-11.271,0.020935,0.020935,1,0.00386,-0.00093132,-1.00E-05,0.0035356
3.73108,1175.6,37.364,-0.12456,-11.295,269.8,37.366,-0.12497,-11.297,0.020936,0.020936,1,0.0038658,-0.00093717,-1.00E-05,0.0035356
3.73698,1175.5,37.437,-0.12475,-11.313,269.77,37.438,-0.12515,-11.314,0.020937,0.020937,1,0.0038717,-0.00094303,-1.00E-05,0.0035356
3.74288,1175.5,37.503,-0.12478,-11.323,269.73,37.505,-0.12516,-11.325,0.020938,0.020938,1,0.0038776,-0.00094889,-1.00E-05,0.0035356
3.74868,1175.4,37.57,-0.12482,-11.333,269.7,37.572,-0.12519,-11.335,0.020939,0.020939,1,0.0038834,-0.00095475,-1.00E-05,0.0035356
3.75458,1175.3,37.637,-0.12488,-11.343,269.67,37.638,-0.12523,-11.345,0.02094,0.02094,1,0.0038893,-0.0009606,-1.00E-05,0.0035356
3.76038,1175.2,37.704,-0.12496,-11.353,269.64,37.705,-0.1253,-11.355,0.020941,0.020942,1,0.0038951,-0.00096646,-1.00E-05,0.0035356
3.76628,1175.1,37.771,-0.12505,-11.363,269.6,37.772,-0.12538,-11.365,0.020943,0.020943,1,0.003901,-0.00097232,-1.00E-05,0.0035356
3.77208,1175.1,37.838,-0.12517,-11.373,269.57,37.839,-0.12547,-11.374,0.020944,0.020944,1,0.0039068,-0.00097817,-1.00E-05,0.0035356
3.77798,1175,37.904,-0.1253,-11.382,269.54,37.905,-0.12559,-11.384,0.020945,0.020945,1,0.0039127,-0.00098403,-1.00E-05,0.0035356
3.78388,1174.9,37.97,-0.12534,-11.39,269.5,37.971,-0.12562,-11.392,0.020946,0.020946,1,0.0039186,-0.00098989,-1.00E-05,0.0035356
3.78968,1174.9,38.024,-0.12445,-11.389,269.48,38.025,-0.12471,-11.39,0.020947,0.020948,1,0.0039244,-0.00099575,-1.00E-05,0.0035356
3.79558,1174.8,38.079,-0.12359,-11.387,269.45,38.08,-0.12382,-11.389,0.020949,0.020949,1,0.0039303,-0.0010016,-1.00E-05,0.0035356
3.80138,1174.8,38.133,-0.12276,-11.385,269.43,38.134,-0.12295,-11.387,0.02095,0.02095,1,0.0039361,-0.0010075,-1.00E-05,0.0035356
3.80728,1174.8,38.188,-0.12194,-11.383,269.4,38.188,-0.12211,-11.385,0.020951,0.020952,1,0.003942,-0.0010133,-1.00E-05,0.0035356
3.81308,1174.7,38.242,-0.12115,-11.381,269.38,38.243,-0.1213,-11.383,0.020953,0.020953,1,0.0039478,-0.0010192,-1.00E-05,0.0035356
3.81898,1174.7,38.297,-0.12039,-11.379,269.35,38.297,-0.12051,-11.381,0.020954,0.020954,1,0.0039537,-0.001025,-1.00E-05,0.0035356
3.82488,1174.7,38.351,-0.11964,-11.377,269.33,38.351,-0.11974,-11.378,0.020955,0.020956,1,0.0039596,-0.0010309,-1.00E-05,0.0035356
3.83068,1174.6,38.406,-0.11893,-11.375,269.3,38.406,-0.11899,-11.376,0.020957,0.020957,1,0.0039654,-0.0010367,-1.00E-05,0.0035356
3.83658,1174.6,38.453,-0.11731,-11.366,269.28,38.453,-0.11735,-11.367,0.020958,0.020958,1,0.0039713,-0.0010426,-1.00E-05,0.0035356
3.84238,1174.6,38.497,-0.11526,-11.355,269.26,38.496,-0.11527,-11.356,0.02096,0.02096,1,0.0039771,-0.0010485,-1.00E-05,0.0035356
3.84828,1174.6,38.54,-0.11324,-11.344,269.24,38.54,-0.11322,-11.345,0.020962,0.020962,1,0.003983,-0.0010543,-1.00E-05,0.0035356
3.85408,1174.7,38.584,-0.11124,-11.332,269.22,38.583,-0.11119,-11.333,0.020963,0.020964,1,0.0039888,-0.0010602,-1.00E-05,0.0035356
3.85998,1174.7,38.628,-0.10927,-11.32,269.2,38.627,-0.10919,-11.322,0.020965,0.020965,1,0.0039947,-0.001066,-1.00E-05,0.0035356
3.86588,1174.7,38.671,-0.10732,-11.309,269.18,38.67,-0.10721,-11.31,0.020967,0.020967,1,0.0040006,-0.0010719,-1.00E-05,0.0035356
3.87168,1174.7,38.715,-0.10539,-11.297,269.17,38.714,-0.10525,-11.298,0.020968,0.020969,1,0.0040064,-0.0010777,-1.00E-05,0.0035356
3.87758,1174.7,38.759,-0.10349,-11.285,269.15,38.757,-0.10332,-11.286,0.02097,0.02097,1,0.0040123,-0.0010836,-1.00E-05,0.0035356
3.88338,1174.7,38.799,-0.1014,-11.272,269.13,38.798,-0.1012,-11.273,0.020972,0.020972,1,0.0040181,-0.0010895,-1.00E-05,0.0035356
3.88928,1174.8,38.829,-0.098654,-11.256,269.12,38.828,-0.098442,-11.257,0.020974,0.020974,1,0.004024,-0.0010953,-1.00E-05,0.0035356
3.89508,1174.8,38.86,-0.095925,-11.24,269.11,38.858,-0.095696,-11.24,0.020976,0.020976,1,0.0040298,-0.0011012,-1.00E-05,0.0035356
3.90098,1174.9,38.89,-0.093213,-11.223,269.09,38.888,-0.092965,-11.224,0.020977,0.020978,1,0.0040357,-0.001107,-1.00E-05,0.0035356
3.90688,1174.9,38.92,-0.090516,-11.207,269.08,38.919,-0.09025,-11.207,0.020979,0.02098,1,0.0040416,-0.0011129,-1.00E-05,0.0035356
3.91268,1175,38.951,-0.087835,-11.19,269.07,38.949,-0.08755,-11.191,0.020981,0.020981,1,0.0040474,-0.0011188,-1.00E-05,0.0035356
3.91858,1175,38.981,-0.08517,-11.173,269.06,38.979,-0.084866,-11.174,0.020983,0.020983,1,0.0040533,-0.0011246,-1.00E-05,0.0035356
3.92438,1175.1,39.011,-0.08252,-11.156,269.05,39.009,-0.082197,-11.157,0.020985,0.020985,1,0.0040591,-0.0011305,-1.00E-05,0.0035356
3.93028,1175.1,39.041,-0.079885,-11.14,269.03,39.039,-0.079543,-11.14,0.020987,0.020987,1,0.004065,-0.0011363,-1.00E-05,0.0035356
3.93608,1175.2,39.071,-0.077266,-11.123,269.02,39.069,-0.076905,-11.124,0.020988,0.020989,1,0.0040708,-0.0011422,-1.00E-05,0.0035356
3.94198,1175.3,39.098,-0.074479,-11.104,269.01,39.096,-0.074106,-11.105,0.02099,0.020991,1,0.0040767,-0.001148,-1.00E-05,0.0035356
3.94788,1175.3,39.121,-0.071497,-11.083,269,39.119,-0.07112,-11.083,0.020992,0.020993,1,0.0040826,-0.0011539,-1.00E-05,0.0035356
3.95368,1175.4,39.144,-0.068521,-11.061,269,39.142,-0.068139,-11.062,0.020994,0.020995,1,0.0040884,-0.0011598,-1.00E-05,0.0035356
3.95958,1175.5,39.167,-0.065549,-11.04,268.99,39.165,-0.065163,-11.04,0.020996,0.020997,1,0.0040943,-0.0011656,-1.00E-05,0.0035356
3.96538,1175.6,39.19,-0.062582,-11.018,268.98,39.188,-0.062192,-11.019,0.020998,0.020999,1,0.0041001,-0.0011715,-1.00E-05,0.0035356
3.97128,1175.7,39.213,-0.059621,-10.997,268.97,39.21,-0.059226,-10.997,0.021,0.021001,1,0.004106,-0.0011773,-1.00E-05,0.0035356
3.97708,1175.7,39.236,-0.056664,-10.975,268.97,39.233,-0.056264,-10.976,0.021002,0.021003,1,0.0041118,-0.0011832,-1.00E-05,0.0035356
3.98298,1175.8,39.258,-0.053712,-10.953,268.96,39.256,-0.053307,-10.954,0.021004,0.021005,1,0.0041177,-0.001189,-1.00E-05,0.0035356
3.98888,1175.9,39.281,-0.050765,-10.932,268.95,39.278,-0.050355,-10.932,0.021007,0.021007,1,0.0041236,-0.0011949,-1.00E-05,0.0035356
3.99468,1176,39.304,-0.047823,-10.91,268.94,39.301,-0.047407,-10.911,0.021009,0.021009,1,0.0041294,-0.0012008,-1.00E-05,0.0035356
4.00058,1176.1,39.323,-0.045225,-10.887,268.94,39.32,-0.044814,-10.888,0.021011,0.021011,1,0.0041353,-0.0012066,-1.00E-05,0.0035356
4.00638,1176.1,39.341,-0.042756,-10.864,268.93,39.339,-0.042353,-10.865,0.021013,0.021013,1,0.0041411,-0.0012125,-1.00E-05,0.0035356
4.01228,1176.2,39.359,-0.040283,-10.841,268.93,39.357,-0.039888,-10.841,0.021015,0.021015,1,0.004147,-0.0012183,-1.00E-05,0.0035356
4.01808,1176.3,39.378,-0.037809,-10.817,268.92,39.375,-0.037422,-10.818,0.021017,0.021017,1,0.0041528,-0.0012242,-1.00E-05,0.0035356
4.02398,1176.4,39.396,-0.035334,-10.794,268.92,39.393,-0.034955,-10.794,0.021019,0.021019,1,0.0041587,-0.00123,-1.00E-05,0.0035356
4.02988,1176.5,39.414,-0.032858,-10.77,268.91,39.411,-0.032487,-10.771,0.021021,0.021021,1,0.0041646,-0.0012359,-1.00E-05,0.0035356
4.03568,1176.6,39.432,-0.030381,-10.746,268.91,39.429,-0.030018,-10.747,0.021023,0.021023,1,0.0041704,-0.0012418,-1.00E-05,0.0035356
4.04158,1176.7,39.45,-0.027903,-10.723,268.9,39.447,-0.027548,-10.723,0.021025,0.021025,1,0.0041763,-0.0012476,-1.00E-05,0.0035356
4.04738,1176.8,39.467,-0.025424,-10.699,268.9,39.465,-0.025076,-10.699,0.021027,0.021027,1,0.0041821,-0.0012535,-1.00E-05,0.0035356
4.05328,1176.9,39.485,-0.022944,-10.675,268.89,39.482,-0.022603,-10.676,0.021029,0.021029,1,0.004188,-0.0012593,-1.00E-05,0.0035356
4.05908,1177,39.5,-0.021331,-10.651,268.89,39.497,-0.021004,-10.652,0.02103,0.021031,1,0.0041938,-0.0012652,-1.00E-05,0.0035356
4.06498,1177.1,39.514,-0.019755,-10.627,268.89,39.512,-0.019441,-10.628,0.021032,0.021033,1,0.0041997,-0.001271,-1.00E-05,0.0035356
4.07088,1177.2,39.529,-0.018174,-10.603,268.89,39.526,-0.017874,-10.604,0.021034,0.021035,1,0.0042056,-0.0012769,-1.00E-05,0.0035356
4.07668,1177.3,39.543,-0.016588,-10.579,268.88,39.54,-0.016302,-10.579,0.021036,0.021037,1,0.0042114,-0.0012828,-1.00E-05,0.0035356
4.08258,1177.4,39.558,-0.014997,-10.555,268.88,39.555,-0.014726,-10.555,0.021038,0.021039,1,0.0042173,-0.0012886,-1.00E-05,0.0035356
4.08838,1177.5,39.572,-0.013402,-10.53,268.88,39.569,-0.013144,-10.531,0.02104,0.021041,1,0.0042231,-0.0012945,-1.00E-05,0.0035356
4.09428,1177.6,39.586,-0.011802,-10.506,268.88,39.583,-0.011558,-10.507,0.021042,0.021043,1,0.004229,-0.0013003,-1.00E-05,0.0035356
4.10018,1177.7,39.6,-0.010197,-10.482,268.87,39.598,-0.0099665,-10.482,0.021044,0.021045,1,0.0042349,-0.0013062,-1.00E-05,0.0035356
4.10598,1177.8,39.615,-0.0085871,-10.457,268.87,39.612,-0.0083702,-10.458,0.021046,0.021047,1,0.0042407,-0.001312,-1.00E-05,0.0035356
4.11188,1177.9,39.628,-0.0071469,-10.433,268.87,39.625,-0.0069435,-10.434,0.021048,0.021049,1,0.0042466,-0.0013179,-1.00E-05,0.0035356
4.11768,1178,39.638,-0.0063959,-10.409,268.87,39.635,-0.0062061,-10.409,0.02105,0.021051,1,0.0042524,-0.0013238,-1.00E-05,0.0035356
4.12358,1178.1,39.649,-0.0056394,-10.385,268.87,39.646,-0.0054631,-10.385,0.021052,0.021053,1,0.0042583,-0.0013296,-1.00E-05,0.0035356
4.12938,1178.2,39.659,-0.0048774,-10.36,268.87,39.656,-0.0047147,-10.361,0.021054,0.021055,1,0.0042641,-0.0013355,-1.00E-05,0.0035356
4.13528,1178.3,39.669,-0.0041099,-10.336,268.87,39.666,-0.0039607,-10.337,0.021056,0.021057,1,0.00427,-0.0013413,-1.00E-05,0.0035356
4.14118,1178.4,39.68,-0.0033369,-10.312,268.86,39.676,-0.0032012,-10.312,0.021058,0.021059,1,0.0042759,-0.0013472,-1.00E-05,0.0035356
4.14698,1178.5,39.69,-0.0025582,-10.287,268.86,39.687,-0.0024362,-10.288,0.02106,0.021061,1,0.0042817,-0.001353,-1.00E-05,0.0035356
4.15288,1178.6,39.7,-0.0017739,-10.263,268.86,39.697,-0.0016655,-10.263,0.021062,0.021063,1,0.0042876,-0.0013589,-1.00E-05,0.0035356
4.15868,1178.7,39.71,-0.00098401,-10.238,268.86,39.707,-0.00088917,-10.239,0.021064,0.021065,1,0.0042934,-0.0013648,-1.00E-05,0.0035356
4.16458,1178.9,39.72,-0.0001884,-10.214,268.86,39.717,-0.00010717,-10.214,0.021066,0.021067,1,0.0042993,-0.0013706,-1.00E-05,0.0035356
4.17038,1179,39.728,0.00032476,-10.189,268.86,39.725,0.00039498,-10.19,0.021069,0.021069,1,0.0043051,-0.0013765,-1.00E-05,0.0035356
4.17628,1179.1,39.733,0.00049061,-10.165,268.87,39.73,0.000553,-10.166,0.021071,0.021071,1,0.004311,-0.0013823,-1.00E-05,0.0035356
4.18218,1179.2,39.738,0.00065967,-10.141,268.87,39.735,0.00071417,-10.141,0.021073,0.021073,1,0.0043169,-0.0013882,-1.00E-05,0.0035356
4.18798,1179.4,39.743,0.00083194,-10.117,268.87,39.74,0.00087852,-10.117,0.021075,0.021076,1,0.0043227,-0.001394,-1.00E-05,0.0035356
4.19388,1179.5,39.748,0.0010075,-10.092,268.87,39.745,0.0010461,-10.093,0.021077,0.021078,1,0.0043286,-0.0013999,-1.00E-05,0.0035356
